"","id","budget","1st genre","original_title","1st production company","release_date","revenue","runtime","cleaned title"
"21124","68726","180000000","action","pacific rim","Legendary Pictures",2013-07-11,407602906,131,"pacificrim"
"21125","177271","0","animation","lego batman the movie dc super heroes unite","DC Comics",2013-05-20,0,71,"legobatmanthemoviedcsuperheroesunite"
"21126","152742","13500000","drama","la migliore offerta","Paco Cinematografica",2013-01-01,19255873,124,"lamiglioreofferta"
"21127","138907","0","comedy","sassy pants",NA,2012-10-26,0,87,"sassypants"
"21130","53928","0","comedy","national lampoon s adam eve","Liquid Films",2005-11-05,0,91,"nationallampoonsadameve"
"21131","72190","200000000","action","world war z","Paramount Pictures",2013-06-20,531865000,116,"worldwarz"
"21132","68724","115000000","science fiction","elysium","TriStar Pictures",2013-08-07,286140700,109,"elysium"
"21133","159004","0","documentary","dirty wars","Civic Bakery",2013-01-18,0,87,"dirtywars"
"21134","82134","0","romance","i want to marry ryan banks",NA,2004-01-18,0,120,"iwanttomarryryanbanks"
"21137","126337","2000000","drama","unconditional","Harbinger Media Partners",2012-09-21,0,92,"unconditional"
"21140","159154","0","documentary","we steal secrets the story of wikileaks","Universal Pictures",2013-05-24,602042,127,"westealsecretsthestoryofwikileaks"
"21141","127373","6000000","drama","what maisie knew","Image Entertainment",2013-05-02,1066471,93,"whatmaisieknew"
"21142","31221","0","fantasy","dragon hunter",NA,2008-12-01,0,90,"dragonhunter"
"21143","185562","3774400","comedy","hai alarm am müggelsee","X-Filme Creative Pool",2013-03-12,0,99,"haialarmammüggelsee"
"21144","106049","0","documentary","the revisionaries","Silver Lining Film Group",2012-04-21,0,92,"therevisionaries"
"21149","126277","0","horror","american mary","Evolution Pictures",2012-05-31,0,98,"americanmary"
"21150","130358","0","drama","liz dick","Lifetime",2012-11-25,0,88,"lizdick"
"21151","199687","6800000",NA,"yamla pagla deewana 2",NA,2013-06-07,0,154,"yamlapagladeewana2"
"21152","174772","125687","science fiction","europa report","Wayfare Entertainment",2013-06-27,0,90,"europareport"
"21153","67272","0","comedy","känd från tv","Svensk Filmindustri",2001-09-21,0,101,"kändfråntv"
"21154","179826","27000000","mystery","odd thomas","Future Films",2013-04-16,0,100,"oddthomas"
"21155","180050","0","drama","un cartus de kent și un pachet de cafea","Temple Film",2004-02-05,0,15,"uncartusdekentșiunpachetdecafea"
"21156","101449","0","comedy","jim gaffigan mr universe","New Wave Entertainment",2012-04-11,0,78,"jimgaffiganmruniverse"
"21159","153420","0",NA,"shibito no koiwazurai",NA,2001-03-24,0,95,"shibitonokoiwazurai"
"21160","55655","0","documentary","the sound of insects record of a mummy",NA,2009-05-01,0,87,"thesoundofinsectsrecordofamummy"
"21161","83342","0","music","blutzbrüdaz","Corazón International",2011-12-28,0,87,"blutzbrüdaz"
"21162","93456","76000000","animation","despicable me 2","Universal Pictures",2013-06-25,970761885,98,"despicableme2"
"21163","117251","150000000","action","white house down","Columbia Pictures",2013-06-27,205366737,131,"whitehousedown"
"21164","107985","20000000","comedy","the world s end","Universal Pictures",2013-07-18,46089287,109,"theworldsend"
"21165","118690","0","comedy","keith lemon the film",NA,2012-08-24,0,85,"keithlemonthefilm"
"21167","139329","0","drama","一九四二","Emperor Motion Pictures",2012-11-01,311,145,"一九四二"
"NA.22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21169","136418","20000000","action","hummingbird","Lionsgate",2013-05-07,8352885,100,"hummingbird"
"21170","167726","0","romance","små citroner gula","Tre Vänner Produktion AB",2013-02-20,0,99,"småcitronergula"
"21171","86410","0","horror","the hounds",NA,2011-08-01,0,87,"thehounds"
"21172","136795","43000000","action","the heat","Ingenious Film Partners",2013-06-27,158674180,117,"theheat"
"21173","128276","0",NA,"may i kill u ",NA,2013-01-11,0,87,"mayikillu"
"21175","44646","1850000","thriller","the last seven","Press On Features",2010-08-24,0,84,"thelastseven"
"21176","57201","255000000","action","the lone ranger","Walt Disney Pictures",2013-07-03,89289910,149,"theloneranger"
"21177","121936","15000000","comedy","un bonheur n arrive jamais seul","Eskwad",2012-06-27,0,110,"unbonheurnarrivejamaisseul"
"21178","80597","0","documentary","my perestroika",NA,2010-01-24,0,88,"myperestroika"
"21182","117377","0","drama","flimmer","BOB Film Sweden AB",2012-09-20,0,100,"flimmer"
"21183","117530","0","drama","amaya",NA,2010-09-16,0,88,"amaya"
"21184","31460","0","action","life without dick",NA,2002-01-01,0,97,"lifewithoutdick"
"21185","114761","0",NA,"the beach boys an american family",NA,2000-02-27,0,240,"thebeachboysanamericanfamily"
"21187","72140","0","drama","a grandpa for christmas",NA,2007-11-24,0,90,"agrandpaforchristmas"
"21189","35381","0","drama","crossfire trail",NA,2001-01-21,0,95,"crossfiretrail"
"21190","124157","0","action","도둑들","Showbox",2012-07-25,83519699,135,"도둑들"
"21191","81167","0","documentary","woody allen a documentary","Insurgent Media",2011-11-20,0,192,"woodyallenadocumentary"
"21192","77449","0","horror","기담","TLA Releasing",2007-08-01,0,98,"기담"
"21193","109099","30000000","thriller","passion","France 2 Cinéma",2012-09-07,0,100,"passion"
"21194","159032","0","music","pussy riot a punk prayer",NA,2013-06-10,0,90,"pussyriotapunkprayer"
"21195","29751","0","documentary","batman unmasked the psychology of the dark knight","Warner Bros. Pictures",2008-07-15,0,45,"batmanunmaskedthepsychologyofthedarkknight"
"21198","127872","6075000","thriller","call girl","Newgrange Pictures",2012-11-09,0,140,"callgirl"
"21199","38429","0","documentary","alive day memories home from iraq",NA,2007-09-09,0,57,"alivedaymemorieshomefromiraq"
"21200","124071","0","documentary","how to make money selling drugs","Bert Marcus Productions",2012-09-07,0,96,"howtomakemoneysellingdrugs"
"21201","82447","0","comedy","the stig helmer story",NA,2011-12-25,0,0,"thestighelmerstory"
"21203","24935","0","comedy","return of the living dead necropolis","Castel Film Romania",2005-10-15,0,88,"returnofthelivingdeadnecropolis"
"21204","159117","0","horror","v h s 2","The Collective",2013-06-06,21833,95,"vhs2"
"21205","24939","0","comedy","return of the living dead rave to the grave","Castel Film Romania",2005-10-15,0,86,"returnofthelivingdeadravetothegrave"
"21206","45556","5000000","science fiction","arctic blast","F G Film Productions",2010-05-30,0,92,"arcticblast"
"21207","159005","0","documentary","gideon s army","HBO Documentary",2013-01-21,0,96,"gideonsarmy"
"21209","136386","0","comedy","the knot","Unstoppable Entertainment",2012-10-05,0,92,"theknot"
"21210","141733","0","action","cottage country","Whizbang Films",2013-03-13,0,91,"cottagecountry"
"21214","26018","0","documentary","food matters","Permacology Productions",2010-10-08,0,74,"foodmatters"
"21215","20223","0","comedy","niñas mal","Columbia Pictures Producciones Mexico",2007-03-09,0,100,"niñasmal"
"21216","19506","0","action","市","Geneon Entertainment",2008-10-25,0,120,"市"
"21218","57209","100000","comedy","неадекватные люди","Cinema Prime Film",2010-12-12,0,106,"неадекватныелюди"
"21220","157386","2500000","comedy","the spectacular now","21 Laps Entertainment",2013-08-02,6854611,95,"thespectacularnow"
"21221","112200","0","comedy","thanks for sharing","Olympus Pictures",2012-09-07,1065881,112,"thanksforsharing"
"21222","157375","0","drama","the lifeguard","La Pistola",2013-08-30,0,98,"thelifeguard"
"21223","154779","0","documentary","ed hardy tattoo the world",NA,2010-10-09,0,74,"edhardytattootheworld"
"21224","132064","0","horror","vile","Tony-Seven Films",2011-08-25,0,90,"vile"
"21225","112198","0","drama","le prénom","M6 Films",2012-04-25,0,109,"leprénom"
"21226","439056","0","crime","aibô gekijô ban ii","Toei Tokyo",2010-12-23,0,119,"aibôgekijôbanii"
"21227","127846","0","thriller","kapringen","Danmarks Radio (DR)",2012-02-26,0,103,"kapringen"
"21228","179270","0",NA,"tell me and i will forget",NA,2010-01-01,0,79,"tellmeandiwillforget"
"21230","193346","0","documentary","big star nothing can hurt me","September Gurls Productions",2013-07-03,0,100,"bigstarnothingcanhurtme"
"21231","159166","0","documentary","which way is the front line from here the life and time of tim hetherington","Goldcrest Films International",2013-01-20,0,79,"whichwayisthefrontlinefromherethelifeandtimeoftimhetherington"
"21233","116340","0","drama","dead man s burden","Stick Films",2012-06-15,0,93,"deadmansburden"
"21234","173210","0","documentary","downloaded","VH1 Rock Docs",2013-06-20,0,106,"downloaded"
"21235","157115","0","horror","jug face","Modernciné",2013-08-09,0,81,"jugface"
"21237","199327","7000000","drama","gagarin pervyy v kosmose","Kremlin Films",2013-06-05,0,108,"gagarinpervyyvkosmose"
"21239","205321","1000000","tv movie","sharknado","The Asylum",2013-07-11,0,86,"sharknado"
"21241","61330","0","documentary","please remove your shoes",NA,2010-07-01,0,0,"pleaseremoveyourshoes"
"21242","178946","0","comedy","craig ferguson i m here to help",NA,2013-03-14,0,81,"craigfergusonimheretohelp"
"21244","111969","0","drama","stuck in love","Informant Media",2012-09-09,81071,97,"stuckinlove"
"21246","61198","0","documentary","how to live forever",NA,2011-05-13,40836,92,"howtoliveforever"
"21250","157354","0","drama","fruitvale station","OG Project",2013-07-25,17385830,85,"fruitvalestation"
"21251","173914","520",NA,"sēņotāji",NA,2013-03-07,0,NA,"sēņotāji"
"21254","64519","0","documentary","making a killing the untold story of psychotropic drugging",NA,2008-10-24,0,95,"makingakillingtheuntoldstoryofpsychotropicdrugging"
"21255","101609","0","documentary","pax americana and the weaponization of space",NA,2009-11-12,0,85,"paxamericanaandtheweaponizationofspace"
"21257","206324","4600000","history","bhaag milkha bhaag","Viacom 18 Motion Pictures",2013-07-12,2.5e+07,186,"bhaagmilkhabhaag"
"21258","206851","0","action","d day","DAR Motion Pictures",2013-07-19,0,153,"dday"
"21261","149085","40000000","action","tai chi hero","Huayi Brothers & Taihe Film Investment",2012-10-25,0,100,"taichihero"
"21263","49524","130000000","fantasy","r i p d ","Universal Pictures",2013-07-18,61648500,96,"ripd"
"21264","41180","0","drama","the client list","Sony Pictures Television",2010-07-19,0,88,"theclientlist"
"21265","183011","3500000","fantasy","justice league the flashpoint paradox","DC Comics",2013-07-28,0,75,"justiceleaguetheflashpointparadox"
"21266","62441","0","drama","united","Lipsync Productions",2011-01-02,0,90,"united"
"21268","182127","0","action","yip man the final fight","Emperor Motion Pictures",2013-03-22,37884,100,"yipmanthefinalfight"
"21269","199420","5000000","action","pawn shop chronicles","120dB Films",2013-07-12,0,107,"pawnshopchronicles"
"21270","77663","0","action","killing season","Nu Image Films",2013-07-12,39881,91,"killingseason"
"21271","129507","0","comedy","joker",NA,2012-08-31,0,0,"joker"
"21272","260156","0",NA,"gitmo",NA,2005-11-04,0,82,"gitmo"
"21273","100287","0","documentary","min avatar og mig","Det Danske Filminstitut",2010-11-10,0,0,"minavatarogmig"
"21276","179111","0","drama","a field in england","Film4",2013-07-05,32846,90,"afieldinengland"
"21277","138843","13000000","horror","the conjuring","New Line Cinema",2013-07-18,318000141,112,"theconjuring"
"21278","28698","0","drama","everything",NA,2004-10-08,0,0,"everything"
"21280","54320","500000","drama","love","Angels & Airwaves",2011-02-02,0,90,"love"
"21281","51481","0","comedy","mean girls 2","Paramount Famous Productions",2011-01-23,0,96,"meangirls2"
"21282","178809","16000000","action","the colony","Alcina Pictures",2013-04-12,0,95,"thecolony"
"21283","79699","2500000","action","a warrior s heart","California Pictures",2011-12-02,0,86,"awarriorsheart"
"21284","23431","0","drama","an angel named billy",NA,2007-01-11,0,120,"anangelnamedbilly"
"21285","172847","0","drama","scenic route","Anonymous Content",2013-08-23,0,85,"scenicroute"
"21289","209204","0","documentary","the cheshire murders","HBO Documentary Films",2013-07-22,0,115,"thecheshiremurders"
"21290","103173","0","fantasy","dragon age dawn of the seeker","FUNimation Entertainment",2012-02-11,0,90,"dragonagedawnoftheseeker"
"21292","174322","0","documentary","gasland part ii",NA,2013-04-20,0,125,"gaslandpartii"
"21293","216755","0","documentary","the human behavior experiments",NA,2006-05-30,0,58,"thehumanbehaviorexperiments"
"21294","77950","135000000","animation","turbo","DreamWorks Animation",2013-07-11,282570682,96,"turbo"
"21296","173980","0","thriller","the devil s in the details","Hollywood Media Bridge",2013-03-06,0,100,"thedevilsinthedetails"
"21297","76170","120000000","action","the wolverine","Twentieth Century Fox Film Corporation",2013-07-23,415440673,126,"thewolverine"
"21298","191231","250000","science fiction","sol","The Obsidian Collective",2012-04-18,0,105,"sol"
"21299","17303","859314","action","the devil dared me to","Elevenmedia",2007-10-11,0,75,"thedevildaredmeto"
"21301","81581","0","documentary","make believe",NA,2011-05-13,0,88,"makebelieve"
"21302","159344","0","adventure","gold","Schramm Film Koerner & Weber",2013-02-09,0,112,"gold"
"21303","75878","0","documentary","sacrificio who betrayed che guevara",NA,2001-01-17,0,60,"sacrificiowhobetrayedcheguevara"
"21304","23368","0","documentary","let s make money",NA,2008-10-30,0,110,"letsmakemoney"
"21305","47089","0","drama","o caminho das nuvens",NA,2003-09-12,0,85,"ocaminhodasnuvens"
"21306","159138","0","documentary","the crash reel","Tree Tree Tree Productions",2013-06-10,0,108,"thecrashreel"
"21307","172533","0","romance","drinking buddies","Burn Later Productions",2013-08-23,343341,90,"drinkingbuddies"
"21308","123261","0","drama","90 minutter",NA,2012-09-21,0,92,"90minutter"
"21309","159092","2500000","comedy","hell baby","Darko Entertainment",2013-09-06,0,98,"hellbaby"
"21310","146216","84000000","action","red 2","DC Comics",2013-07-18,0,116,"red2"
"21312","177221","0","drama","the battery","O. Hannah Films",2012-10-13,0,101,"thebattery"
"21313","198062","0","comedy","coffee town",NA,2013-07-09,0,87,"coffeetown"
"21316","180948","0","thriller","vehicle 19","Industrial Development Corporation of South Africa",2013-03-07,0,85,"vehicle19"
"21317","120393","0","drama","bihisht faqat baroi murdagon","Pandora Filmproduktion",2006-10-04,0,95,"bihishtfaqatbaroimurdagon"
"21320","46729","1","comedy","fetching cody","Cheap and Dirty Productions Inc.",2005-10-01,0,87,"fetchingcody"
"21321","115046","0","drama","black white sex","All At Once",2012-01-27,0,92,"blackwhitesex"
"21323","117209","0","drama","nuodemes uzkalbejimas","Lietuvos Kinostudija",2007-03-02,0,98,"nuodemesuzkalbejimas"
"21324","144570","2177870","drama","dievų miškas","Baltic Film Group",2005-09-23,0,120,"dievųmiškas"
"21325","76043","0","documentary","rfk must die the assassination of bobby kennedy",NA,2007-11-20,0,139,"rfkmustdietheassassinationofbobbykennedy"
"21326","165213","0","thriller","신세계","Sanai Pictures",2013-02-21,0,134,"신세계"
"21328","58291","0","documentary","the battle for marjah",NA,2010-01-01,0,0,"thebattleformarjah"
"21329","79850","0","comedy","ni à vendre ni à louer","Canal+",2011-06-29,0,77,"niàvendreniàlouer"
"21330","192126","10000000","comedy","revenge for jolly ","Sony Pictures Home Entertainment",2012-07-17,0,84,"revengeforjolly"
"21331","160139","7700000","mystery","night train to lisbon","Studio Hamburg Filmproduktion",2013-03-07,0,111,"nighttraintolisbon"
"21332","117856","0","horror","bigfoot","The Asylum",2012-06-30,0,89,"bigfoot"
"21333","65435","0","documentary","consuming kids the commercialization of childhood",NA,2007-12-31,0,66,"consumingkidsthecommercializationofchildhood"
"21334","27957","2000000","action","nefes vatan sağolsun","Creavidi",2009-10-15,13500000,128,"nefesvatansağolsun"
"21335","83566","2","documentary","iran is not the problem",NA,2008-07-28,0,79,"iranisnottheproblem"
"21336","173938","0","documentary","mighty uke","Tiny Goat",2011-01-11,0,76,"mightyuke"
"21338","136400","61000000","action","2 guns","Universal Studios",2013-08-02,131940411,109,"2guns"
"21339","127905","500000","documentary","first comes love",NA,2013-05-13,0,108,"firstcomeslove"
"21340","125164","0","crime","rafa","Les Films de l’Après-Midi",2012-05-10,0,25,"rafa"
"21342","17275","0","comedy","the all together",NA,2007-01-01,0,84,"thealltogether"
"21344","74310","0","documentary","hell and back again","Roast Beef Productions",2011-10-04,0,88,"hellandbackagain"
"21345","151743","2200000","comedy","人再囧途之泰囧","Enlight Pictures",2012-12-12,2.08e+08,105,"人再囧途之泰囧"
"21346","168138","0","science fiction","los últimos días","Morena Films",2013-03-27,0,100,"losúltimosdías"
"21347","157016","0","documentary","our nixon","DIPPER FILMS",2013-01-23,0,84,"ournixon"
"21349","89325","0","drama","darling companion","Kasdan Pictures",2012-04-20,0,103,"darlingcompanion"
"21350","160588","18000000","comedy","blue jasmine","Perdido Productions",2013-07-25,99206215,98,"bluejasmine"
"21351","153738","0","action","frankenstein s army","Dark Sky Films",2013-01-24,0,84,"frankensteinsarmy"
"21352","179144","12400000","comedy","la grande bellezza","France 2 Cinéma",2013-05-21,8371085,142,"lagrandebellezza"
"21353","31354","0","drama","mon idole","M6 Films",2002-12-17,0,110,"monidole"
"21355","102867","0","romance","only the young",NA,2012-05-01,0,72,"onlytheyoung"
"21356","109729","250000","thriller","the canyons","Filmworks/FX",2013-07-29,56825,99,"thecanyons"
"21364","211587","0","action","blood shot","Infinite Justice Productions",2013-08-01,0,95,"bloodshot"
"21367","205005","0",NA,"fred vinnie",NA,2011-01-01,0,89,"fredvinnie"
"21368","121831","0","documentary","love marilyn","StudioCanal",2012-09-12,0,105,"lovemarilyn"
"21369","191619","0","horror","beneath","Glass Eye Pix",2013-07-19,0,90,"beneath"
"21373","26450","0","action","phantom of the megaplex","Grossbart Barnett Productions",2000-11-10,0,89,"phantomofthemegaplex"
"21376","83040","0","documentary","battle for brooklyn",NA,2011-06-17,0,93,"battleforbrooklyn"
"21377","102234","0","action","vares kaidan tien kulkijat","Solar Films inc.",2012-01-06,0,93,"vareskaidantienkulkijat"
"21378","189242","0","documentary","alcan highway","Made",2013-04-19,0,86,"alcanhighway"
"21379","185574","0","comedy","louis c k oh my god","Pig Newton",2013-04-13,0,58,"louisckohmygod"
"21381","76285","90000000","adventure","percy jackson sea of monsters","1492 Pictures",2013-08-07,174578751,106,"percyjacksonseaofmonsters"
"21382","77931","105000000","fantasy","the smurfs 2","Columbia Pictures",2013-07-30,347434178,105,"thesmurfs2"
"21383","177699","4000000","comedy","alan partridge alpha papa","BBC Films",2013-07-24,9800000,90,"alanpartridgealphapapa"
"21385","158743","0","comedy","computer chess","Computer Chess",2013-07-17,0,91,"computerchess"
"21387","121791","0","drama","l attentat","Canal+",2012-09-01,0,102,"lattentat"
"21388","201676","0","animation","my little pony equestria girls","Hasbro",2013-06-15,0,72,"mylittleponyequestriagirls"
"21390","89345","0","horror","bloody murder","Hemisphere Entertainment",2000-09-12,0,88,"bloodymurder"
"21391","205985","0","documentary","miss you can do it","HBO",2013-06-24,0,75,"missyoucandoit"
"21394","147276","0","comedy","jay and silent bob go down under","Epix",2012-11-30,0,60,"jayandsilentbobgodownunder"
"21396","76544","25000000","action","man of tai chi","Universal Pictures",2013-07-04,2054941,105,"manoftaichi"
"21399","113148","725000","comedy","prince avalanche","Muskat Filmed Properties",2013-02-13,0,94,"princeavalanche"
"21401","21683","0","adventure","batman mystery of the batwoman","Warner Bros. Pictures",2003-10-21,0,74,"batmanmysteryofthebatwoman"
"21402","65291","3500000","action","green lantern emerald knights","DC Comics",2011-04-09,0,84,"greenlanternemeraldknights"
"21405","212994","0","documentary","from one second to the next","AT&T",2013-08-07,0,34,"fromonesecondtothenext"
"21408","138832","37000000","comedy","we re the millers","New Line Cinema",2013-08-07,269994119,110,"werethemillers"
"21410","39957","0","drama","burning bright","Lionsgate",2012-05-02,0,89,"burningbright"
"21411","109418","80000000","comedy","grown ups 2","Columbia Pictures",2013-07-11,246984278,100,"grownups2"
"21412","211830","0","documentary","defcon the documentary",NA,2013-08-01,0,110,"defconthedocumentary"
"21413","212927","0","comedy","jamie and jessie are not together","Juicy Planet Pictures",2011-06-18,0,95,"jamieandjessiearenottogether"
"21414","110410","0","action","du zhan","Milky Way Image Company",2012-11-15,0,107,"duzhan"
"21417","97008","0","documentary","farmageddon",NA,2011-07-08,0,86,"farmageddon"
"21418","59859","28000000","action","kick ass 2","Universal Pictures",2013-07-17,60700000,103,"kickass2"
"21419","87421","38000000","science fiction","riddick","One Race Productions",2013-09-02,98337295,119,"riddick"
"21420","151960","50000000","animation","planes","Walt Disney Pictures",2013-08-09,219788712,91,"planes"
"21424","37312","0","documentary","killer at large",NA,2008-11-21,0,102,"killeratlarge"
"21426","158999","0","documentary","blackfish","Manny O Productions",2013-06-07,2063312,83,"blackfish"
"21427","115348","35000000","drama","paranoia","Gaumont",2013-08-14,13785015,106,"paranoia"
"21428","124091","0","comedy","la leggenda di kaspar hauser","Blue Films",2012-01-30,0,95,"laleggendadikasparhauser"
"21430","149870","30000000","animation","風立ちぬ","Toho Company",2013-07-20,117932401,126,"風立ちぬ"
"21431","24631","0","comedy","maria ihm schmeckt s nicht ","Claussen Wöbke Putz Filmproduktion",2009-08-05,0,92,"mariaihmschmecktsnicht"
"21432","81780","0","drama","a golpes",NA,2005-11-04,0,0,"agolpes"
"21434","198210","0","horror","evidence","FilmEngine",2013-07-19,0,93,"evidence"
"21436","115782","12000000","drama","jobs","Open Road Films",2013-08-16,35931410,128,"jobs"
"21439","123553","60000000","action","the mortal instruments city of bones","Constantin Film Produktion",2013-08-21,90565421,130,"themortalinstrumentscityofbones"
"21440","113362","0","war","hitler s children","Maya Productions",2011-11-21,0,83,"hitlerschildren"
"21441","98412","0","comedy","flight of the conchords a texan odyssey",NA,2006-10-19,0,44,"flightoftheconchordsatexanodyssey"
"21442","47559","0","romance","the first grader","Original Pictures",2010-09-04,0,103,"thefirstgrader"
"21443","154282","0","drama","touchy feely","Lynn Shelton",2013-01-19,35022,89,"touchyfeely"
"21444","92506","0","documentary","four horsemen",NA,2012-03-14,0,97,"fourhorsemen"
"21445","184020","0","comedy","des gens qui s embrassent","Pathé Distribution",2013-01-13,0,100,"desgensquisembrassent"
"21447","132363","25000000","drama","the butler","Laura Ziskin Productions",2013-08-16,115922175,132,"thebutler"
"21448","157360","1000000","comedy","in a world ","3311 Productions",2013-08-09,2963902,93,"inaworld"
"21449","82473","0",NA,"askari",NA,2001-12-01,0,85,"askari"
"21452","159622","0","documentary","terms and conditions may apply",NA,2013-07-12,0,79,"termsandconditionsmayapply"
"21453","174346","0","documentary","alias ruby blade",NA,2012-11-16,0,78,"aliasrubyblade"
"21454","45109","0","romance","entre lençóis","Centauro Films",2008-12-05,0,88,"entrelençóis"
"21455","128133","0","drama","museum hours",NA,2012-08-08,0,106,"museumhours"
"21456","152748","0","crime","ain t them bodies saints","Parts and Labor",2013-07-03,1031243,96,"aintthembodiessaints"
"21457","133108","0","drama","money matters",NA,2011-11-15,0,89,"moneymatters"
"21458","200063","0","documentary","sunset strip",NA,2012-03-16,0,0,"sunsetstrip"
"21459","49542","0","documentary","wartorn 1861 2010",NA,2010-11-11,0,90,"wartorn18612010"
"21461","122906","12000000","comedy","about time","Working Title Films",2013-08-16,87100449,123,"abouttime"
"21462","83114","800","animation","tatsumi","Infinite Frameworks Pte. Ltd.",2011-09-15,0,94,"tatsumi"
"21463","205022","18000000","romance","chennai express","UTV Motion Pictures",2013-08-09,6.2e+07,141,"chennaiexpress"
"21464","98064","0","music","the source family",NA,2011-11-02,0,91,"thesourcefamily"
"21465","15440","0","drama","fritt vilt ll","Fantefilm",2008-10-09,0,86,"frittviltll"
"21466","56937","0","horror","fritt vilt iii","Fantefilm",2010-10-15,0,95,"frittviltiii"
"21467","19029","0","drama","when nietzsche wept",NA,2007-08-02,0,105,"whennietzschewept"
"21469","122088","0","drama","למלא את החלל","Norma Productions",2012-07-01,1775316,90,"למלאאתהחלל"
"21470","101179","0","horror","truth or dare","Corona Pictures",2012-08-05,0,95,"truthordare"
